District,State,Representative,Age_0_to_17_with_Pre-existing_Condition,Age_18_to_24_with_Pre-existing_Condition,Age_25_to_34_with_Pre-existing_Condition,Age_35_to_44_with_Pre-existing_Condition,Age_45_to_54_with_Pre-existing_Condition,Age_55_to_64_with_Pre-existing_Condition,Nonelderly_with_Pre-existing_Condition,Percent_of_Nonelderly_with_Pre-existing_Condition,Nonelderly_with_Pre_existing_Condition,rep_party_2012,GOP2012_percent,DEM2012_percent,GOP_margin_2012,winning_party_2012,rep_party_2014,GOP2014_percent,DEM2014_percent,GOP_margin_2014,open_seat_2014,winning_party_2014,rep_party_2016,GOP2016_percent,DEM2016_percent,GOP_margin_2016,winning_party_2016,rep_party_2018,GOP2018_percent,DEM2018_percent,GOP_margin_2018,winning_party_2018,COOK_PVI,Pct_white,Pct_black,Pct_latino,Pct_asian_and_pacific_islander,Pct_native_american,Pct_other_race,Percent_bach_degree ,Percent_whiteBA,median_income,Percent_noncollege_white,PRES_GOP_MARGIN_2016,PRES_GOP_MARGIN_2012,PRES_GOP_MARGIN_2008,CITYLAB_CDI
NC-8,North Carolina,Richard Hudson,45000,29300,46700,55300,66800,57400,"300,500",49.0,300500,D,,Redrawn,,D,R,,Redrawn,,,D,R,58.8,41.2,17.6,R,GOP,55.4,44.6,10.8,R,8,67.6,22.6,5.4,1.5,1.0,1.8,26.5,29.5,50570,47.6,14.99,10.32,8.56,Pure rural
NC-9,North Carolina,Undecided,47000,26900,45100,60100,70600,56800,"306,400",49.0,306400,Open Post-Redistrict,,Redrawn,,D,R,,Redrawn,,,D,R,58.2,41.8,16.4,R,DEM,51.2,48.8,2.4,R,8,65.7,20.0,3.1,1.7,8.3,1.3,33.8,41.5,55913,38.4,11.6,11.59,8.81,Sparse suburban
NC-10,North Carolina,Patrick McHenry,39200,23900,38500,54800,71900,66500,"294,800",51.0,294800,R,,Redrawn,,D,R,,Redrawn,,,D,R,63.1,36.9,26.2,R,GOP,59.3,40.7,18.6,R,12,83.5,11.7,2.4,1.1,0.3,0.9,24.6,26.5,46508,61.3,24.66,18.05,15.82,Rural-suburban mix
NC-11,North Carolina,Mark Meadows,34600,21300,36200,50100,67700,70600,"280,500",52.0,280500,Open Post-Redistrict,,Redrawn,,D,R,,Redrawn,,,D,R,64.1,35.9,28.2,R,GOP,61.3,38.7,22.6,R,14,91.6,3.1,2.0,0.9,1.3,1.0,24.0,25.2,43855,68.5,29.17,20.57,15.51,Pure rural
NC-12,North Carolina,Alma Adams,46500,28700,59500,68200,71600,54400,"328,900",49.0,328900,D,,Redrawn,,D,Open-Used to be Dem,,Redrawn,,,D,D,33.0,67.0,-34.0,D,DEM,27.0,73.0,-46.0,D,-18,49.7,39.4,5.6,3.1,0.3,2.0,39.8,52.3,59268,23.7,-40.01,-36.49,-37.89,Sparse suburban
NC-13,North Carolina,Ted Budd,41500,25300,41400,56000,73200,62200,"299,700",50.0,299700,Open Post-Redistrict,,Redrawn,,D,R,,Redrawn,,,D,Open-Used to be GOP,56.1,43.9,12.2,R,GOP,54.5,45.5,9.0,R,6,72.1,21.9,2.7,1.9,0.4,1.1,27.0,29.6,47440,50.7,9.39,6.8,3.11,Rural-suburban mix
ND-AL,North Dakota,Kelly Armstrong,40800,34500,52000,50500,64400,73700,"316,000",50.0,316000,Open Post-Redistrict,56.8,43.2,13.6,R,R,,38.5,-38.5,,D,R,69.1,23.7,45.4,R,GOP,64.4,35.6,28.8,R,16,90.1,1.4,2.2,0.6,4.3,1.4,29.6,31.0,60656,62.1,36.41,19.75,8.68,Rural-suburban mix
OH-1,Ohio,Steve Chabot,41400,25500,42400,51600,74100,71400,"306,400",51.0,306400,R,60.6,39.4,21.2,R,R,,36.8,-36.8,,D,R,59.2,40.8,18.4,R,GOP,53.6,46.4,7.2,R,5,74.5,20.7,1.4,1.8,0.1,1.3,33.8,37.8,55712,46.3,6.65,6.14,4.56,Sparse suburban
OH-2,Ohio,Brad Wenstrup,39700,21000,45300,51300,68500,75100,"300,800",51.0,300800,Open Post-Redistrict,58.6,41.4,17.2,R,R,,34,-34,,D,R,65.0,32.8,32.2,R,GOP,59.0,41.0,18.0,R,9,88.2,8.2,1.2,0.8,0.2,1.4,32.3,33.1,55472,59.0,16.09,11.09,9.88,Rural-suburban mix
OH-3,Ohio,Joyce Beatty,44700,32600,63300,56700,64600,62400,"324,400",49.0,324400,Open Post-Redistrict,27.8,72.2,-44.4,D,D,,64.1,-64.1,,D,D,31.4,68.6,-37.2,D,DEM,26.7,73.3,-46.6,D,-19,62.0,30.3,2.7,2.0,0.2,2.8,27.8,33.1,45860,41.4,-38.4,-40.75,-36.05,Dense suburban
OH-4,Ohio,Jim Jordan,38800,23500,38100,48400,68600,80300,"297,600",52.0,297600,R,61.5,38.5,23,R,R,,32.3,-32.3,,D,R,68.0,32.0,36.0,R,GOP,65.4,34.6,30.8,R,14,90.4,5.1,2.5,0.5,0.2,1.2,17.9,18.1,52632,74.0,33.6,13.97,10.76,Rural-suburban mix
OH-5,Ohio,Bob Latta,39800,26800,39300,49100,66700,76000,"297,800",51.0,297800,R,59.4,40.6,18.8,R,R,,28.9,-28.9,,D,R,70.9,29.1,41.8,R,GOP,65.0,35.0,30.0,R,11,91.7,2.8,3.7,0.9,0.1,0.8,26.2,26.1,57171,67.8,25.09,9.8,6.15,Rural-suburban mix
OH-6,Ohio,Bill Johnson,34500,21000,34600,48000,67700,79200,"284,900",53.0,284900,R,53.3,46.7,6.6,R,R,,38.6,-38.6,,D,R,70.7,29.3,41.4,R,GOP,69.3,30.7,38.6,R,16,95.5,2.3,0.7,0.3,0.2,1.0,15.9,16.1,46839,80.1,42.6,12.52,8.4,Pure rural
OH-7,Ohio,Bob Gibbs,42400,23200,38000,51200,69600,80200,"304,700",51.0,304700,Open Post-Redistrict,56.4,43.6,12.8,R,R,,0,0,,D,R,64.0,29.0,35.0,R,GOP,58.9,41.1,17.8,R,12,93.2,3.7,1.3,0.4,0.1,1.2,20.9,21.1,53374,73.5,29.66,9.48,4.07,Rural-suburban mix
OH-8,Ohio,Warren Davidson,41300,27100,37700,50200,71800,74400,"302,700",51.0,302700,R,100.0,0,100,R,R,,27.4,-27.4,,D,R,68.8,27.0,41.8,R,GOP,66.8,33.2,33.6,R,17,90.3,5.5,1.6,1.1,0.1,1.4,23.8,24.1,58213,68.5,34.51,25.46,22.13,Rural-suburban mix
OH-9,Ohio,Marcy Kaptur,37500,26400,44000,49200,68600,73800,"299,500",51.0,299500,D,24.0,76,-52,D,D,,67.7,-67.7,,D,D,31.3,68.7,-37.4,D,DEM,32.4,67.6,-35.2,D,-14,74.3,14.7,8.3,0.9,0.2,1.6,21.6,24.6,41417,56.0,-22.18,-36.68,-35.2,Dense suburban
OH-10,Ohio,Mike Turner,38000,26700,42800,46300,67400,72600,"293,600",51.0,293600,Open Post-Redistrict,61.4,38.6,22.8,R,R,,31.5,-31.5,,D,R,64.1,32.7,31.4,R,GOP,58.1,41.9,16.2,R,4,78.8,16.4,1.7,1.4,0.1,1.5,27.9,29.3,49988,55.6,7.29,1.92,0.0,Sparse suburban
OH-11,Ohio,Marcia Fudge,37700,26600,43200,46900,61900,73500,"289,700",51.0,289700,D,0.0,100,-100,D,D,,79.5,-79.5,,D,D,19.7,80.3,-60.6,D,DEM,18.1,81.9,-63.8,D,-32,41.6,52.0,3.2,1.5,0.2,1.5,26.8,41.1,35735,24.4,-63.5,-66.19,-64.82,Urban-suburban mix
OH-12,Ohio,Troy Balderson,43200,25300,45700,62700,77500,73900,"328,300",51.0,328300,R,63.5,36.5,27,R,R,,27.8,-27.8,,D,R,66.6,29.8,36.8,R,GOP,52.9,47.1,5.8,R,7,90.1,4.4,1.7,2.0,0.1,1.7,41.0,39.9,67415,54.1,11.27,10.47,8.98,Sparse suburban
OH-13,Ohio,Tim Ryan,34200,26700,43200,45400,63300,74700,"287,500",51.0,287500,Open Post-Redistrict,27.2,72.8,-45.6,D,D,,68.5,-68.5,,D,D,32.3,67.7,-35.4,D,DEM,39.2,60.8,-21.6,D,-7,85.0,10.7,2.2,0.6,0.2,1.3,23.7,24.8,42430,63.9,-6.49,-27.53,-26.47,Sparse suburban
OH-14,Ohio,David Joyce,37300,20500,33800,44400,81400,86300,"303,700",53.0,303700,Open Post-Redistrict,58.2,41.8,16.4,R,R,,33,-33,,D,R,62.6,37.4,25.2,R,GOP,55.4,44.6,10.8,R,5,92.0,4.2,1.6,1.3,0.1,0.9,34.1,33.9,63362,60.8,11.45,3.31,0.33,Sparse suburban
OH-15,Ohio,Steve Stivers,39800,25200,47900,54300,75600,74800,"317,500",51.0,317500,R,61.6,38.4,23.2,R,R,,34,-34,,D,R,66.2,33.8,32.4,R,GOP,60.5,39.5,21.0,R,7,92.0,3.8,1.3,1.4,0.1,1.4,31.4,30.8,61514,63.6,15.48,5.52,6.13,Rural-suburban mix
OH-16,Ohio,Anthony Gonzalez,36000,20500,35000,47300,74500,78300,"291,600",53.0,291600,R,52.0,48,4,R,R,,36.3,-36.3,,D,R,65.3,34.7,30.6,R,GOP,56.8,43.2,13.6,R,8,94.0,2.0,1.6,1.4,0.1,0.8,33.3,33.0,64197,62.9,16.65,8.16,4.07,Sparse suburban
OK-1,Oklahoma,Kevin Hern,46200,26100,50600,57900,71900,75900,"328,600",50.0,328600,Open Post-Redistrict,66.5,33.5,33,R,R,,0,0,,D,R,100.0,0.0,100.0,R,GOP,59.3,40.7,18.6,R,17,74.0,8.4,4.5,1.6,5.2,6.2,30.2,34.0,52319,48.8,28.76,31.55,28.34,Sparse suburban
OK-2,Oklahoma,Markwayne Mullin,42700,25100,39600,49500,65600,68700,"291,200",50.0,291200,Open Post-Redistrict,59.9,40.1,19.8,R,R,,24.6,-24.6,,D,R,70.6,23.2,47.4,R,GOP,69.9,30.1,39.8,R,24,70.2,3.5,2.6,0.5,14.9,8.2,17.0,17.8,40770,57.7,50.08,35.61,31.42,Pure rural
OK-3,Oklahoma,Frank Lucas,45400,31300,46100,52200,66900,72700,"314,600",49.0,314600,R,79.0,21,58,R,R,,21.4,-21.4,,D,R,78.3,21.7,56.6,R,GOP,73.9,26.1,47.8,R,27,80.6,3.8,5.3,1.0,5.3,4.0,22.9,24.5,47724,60.8,52.79,47.84,45.86,Pure rural
OK-4,Oklahoma,Tom Cole,42100,33500,49400,56500,67000,68900,"317,400",50.0,317400,R,71.1,28.9,42.2,R,R,,24.7,-24.7,,D,R,69.6,26.1,43.5,R,GOP,67.0,33.0,34.0,R,20,76.5,6.5,5.6,1.7,4.5,5.1,25.5,26.7,55183,56.0,37.4,34.22,32.21,Rural-suburban mix
OK-5,Oklahoma,Kendra Horn,49400,28000,56900,59000,67600,71500,"332,300",49.0,332300,R,61.2,38.8,22.4,R,Open-Used to be GOP,,36.3,-36.3,,D,R,57.1,36.8,20.3,R,DEM,49.3,50.7,-1.4,D,10,68.8,13.9,6.5,2.2,4.3,4.3,30.1,35.0,49616,44.7,13.4,18.42,18.48,Dense suburban
OR-1,Oregon,Suzanne Bonamici,45000,24700,56100,67700,80000,79900,"353,300",51.0,353300,D,35.7,64.3,-28.6,D,D,,57.3,-57.3,,D,D,37.0,59.6,-22.6,D,DEM,36.5,63.5,-27.0,D,-9,82.5,1.6,7.1,5.6,0.5,2.8,41.1,43.3,72097,46.7,-22.8,-17.27,-21.84,Dense suburban
OR-2,Oregon,Greg Walden,41900,23800,42500,53100,71800,87800,"321,000",52.0,321000,R,70.2,29.8,40.4,R,R,,25.7,-25.7,,D,R,71.7,28.0,43.7,R,GOP,60.8,39.2,21.6,R,11,87.7,0.6,7.0,0.9,1.6,2.3,23.8,25.8,49837,65.0,20.09,16.37,10.56,Rural-suburban mix
OR-3,Oregon,Earl Blumenauer,38800,24900,64300,75000,77800,76700,"357,500",52.0,357500,D,21.0,79,-58,D,D,,72.3,-72.3,,D,D,0.0,71.8,-71.8,D,DEM,27.2,72.8,-45.6,D,-24,80.3,4.6,5.7,5.8,0.6,3.1,41.2,45.4,63231,43.7,-48.26,-47.34,-48.62,Urban-suburban mix
OR-4,Oregon,Peter DeFazio,35600,32900,42600,50800,64700,85400,"312,000",52.0,312000,D,39.8,60.2,-20.4,D,D,,58.6,-58.6,,D,D,39.7,55.5,-15.8,D,DEM,44.0,56.0,-12.0,D,0,89.5,0.7,4.3,1.6,1.1,2.8,26.7,26.9,46749,65.3,-0.14,-6.76,-11.51,Rural-suburban mix
OR-5,Oregon,Kurt Schrader,45300,27300,46000,57700,76200,84800,"337,300",51.0,337300,D,44.0,56,-12,D,D,,53.7,-53.7,,D,D,43.0,53.5,-10.5,D,DEM,44.9,55.1,-10.2,D,0,85.3,0.9,8.0,2.5,0.8,2.5,30.0,32.4,60395,57.6,-4.25,-3.37,-8.76,Dense suburban
PA-1,Pennsylvania,Brian Fitzpatrick,40700,25000,61100,56000,62900,60700,"306,300",49.0,306300,D,15.1,84.9,-69.8,D,D,,82.8,-82.8,,D,D,17.8,82.2,-64.4,D,GOP,51.3,48.7,2.6,R,1,47.3,33.2,13.0,5.1,0.2,1.2,27.4,39.1,45025,28.7,-61.28,-65.37,-58.13,Sparse suburban
PA-2,Pennsylvania,Brendan Boyle,33900,35200,59500,44400,58700,64700,"296,400",50.0,296400,D,9.5,90.5,-81,D,D,,87.7,-87.7,,D,Open-Used to be Dem,9.8,90.2,-80.4,D,DEM,21.0,79.0,-58.0,D,-25,32.8,56.9,4.8,3.5,0.2,1.8,36.7,68.8,41320,10.2,-82.83,-81.46,-82.19,Pure urban
PA-3,Pennsylvania,Dwight Evans,35100,23600,35800,45600,70900,76300,"287,400",52.0,287400,R,57.2,42.8,14.4,R,R,,39.4,-39.4,,D,R,100.0,0.0,100.0,R,DEM,6.6,93.4,-86.8,D,-41,93.1,4.0,1.5,0.5,0.1,0.9,26.5,27.0,51289,67.9,26.03,12.55,5.97,Pure urban
PA-4,Pennsylvania,Madeleine Dean,38000,24100,40100,49900,77100,76300,"305,500",52.0,305500,Open Post-Redistrict,63.4,36.6,26.8,R,R,,25.5,-25.5,,D,R,66.1,33.9,32.2,R,DEM,36.6,63.4,-26.8,D,-7,86.4,6.6,4.3,1.4,0.1,1.1,26.7,27.3,61333,62.8,21.5,15.57,8.74,Sparse suburban
PA-5,Pennsylvania,Mary Gay Scanlon,30500,34400,38200,43600,64700,75100,"286,500",52.0,286500,R,62.9,37.1,25.8,R,R,,36.4,-36.4,,D,R,67.2,32.8,34.4,R,DEM,34.9,65.1,-30.2,D,-13,94.1,2.5,1.6,0.8,0.2,0.7,25.1,24.8,48410,70.7,28.84,15.6,4.37,Urban-suburban mix
PA-6,Pennsylvania,Chrissy Houlahan,37800,23000,37600,51900,81500,78600,"310,400",52.0,310400,R,57.1,42.9,14.2,R,Open-Used to be GOP,,43.7,-43.7,,D,R,57.3,42.7,14.6,R,DEM,41.2,58.8,-17.6,D,-2,88.5,3.9,4.0,2.6,0.1,0.9,43.2,43.2,82139,50.2,-0.62,2.45,-7.08,Sparse suburban
PA-7,Pennsylvania,Susan Wild,36600,22600,35900,47500,75800,82200,"300,600",53.0,300600,R,59.4,40.6,18.8,R,R,,38,-38,,D,R,59.5,40.5,19.0,R,DEM,46.6,53.4,-6.8,D,-1,88.3,5.3,2.2,3.4,0.0,0.9,43.4,42.9,85881,50.4,-2.37,1.84,-3.43,Sparse suburban
PA-8,Pennsylvania,Matt Cartwright,36200,20900,34400,49100,81500,84400,"306,500",53.0,306500,R,56.6,43.4,13.2,R,R,,38.1,-38.1,,D,Open-Used to be GOP,54.5,45.5,9.0,R,DEM,45.4,54.6,-9.2,D,1,89.2,3.3,3.2,3.3,0.1,0.8,39.7,39.9,80199,53.6,0.24,0.07,-7.51,Rural-suburban mix
PA-9,Pennsylvania,Dan Meuser,33600,24000,35300,45100,67300,75400,"280,700",52.0,280700,R,61.7,38.3,23.4,R,R,,36.5,-36.5,,D,R,63.3,36.7,26.6,R,GOP,59.9,40.1,19.8,R,14,94.7,2.7,1.2,0.5,0.1,0.8,18.6,18.5,47697,77.1,42.53,26.95,16.95,Pure rural
PA-10,Pennsylvania,Scott Perry,34400,23700,36200,44100,73700,79900,"292,000",53.0,292000,R,65.6,34.4,31.2,R,R,,24.8,-24.8,,D,R,70.2,29.8,40.4,R,GOP,51.4,48.6,2.8,R,6,92.3,3.1,3.1,0.6,0.2,0.8,22.5,22.4,52199,71.6,35.89,21.65,14.14,Sparse suburban
PA-11,Pennsylvania,Lloyd Smucker,33900,24400,37500,49200,70500,76600,"292,100",52.0,292100,R,58.5,41.5,17,R,R,,33.7,-33.7,,D,R,63.7,36.3,27.4,R,GOP,58.6,41.4,17.2,R,14,90.1,4.6,3.4,1.0,0.1,0.8,25.1,25.4,53833,67.2,23.82,9.34,4.62,Sparse suburban
PA-12,Pennsylvania,Tom Marino,33600,18100,36300,45700,72900,86100,"292,700",54.0,292700,D,51.7,48.3,3.4,R,R,,40.7,-40.7,,D,R,61.8,38.2,23.6,R,GOP,66.2,33.8,32.4,R,17,94.3,2.9,1.0,0.9,0.1,0.7,33.7,33.2,60387,63.0,20.8,16.87,9.38,Pure rural
PA-13,Pennsylvania,John Joyce,40900,22800,49400,52600,66400,71700,"303,800",50.0,303800,D,30.9,69.1,-38.2,D,Open-Used to be Dem,,67.1,-67.1,,D,D,0.0,100.0,-100.0,D,GOP,70.4,29.6,40.8,R,22,66.6,17.3,8.2,6.5,0.1,1.4,35.4,40.3,60105,39.7,-33.58,-33.26,-31.69,Pure rural
PA-14,Pennsylvania,Guy Reschenthaler,28300,29600,54800,42400,56800,75400,"287,400",52.0,287400,D,23.1,76.9,-53.8,D,D,,100,-100,,D,D,25.6,74.4,-48.8,D,GOP,58.0,42.0,16.0,R,14,75.8,19.2,1.7,1.5,0.1,1.8,35.4,37.9,44939,47.0,-35.48,-37.35,-35.09,Rural-suburban mix
PA-15,Pennsylvania,Glenn Thompson,38800,26000,40200,49600,73400,75100,"303,300",51.0,303300,R,56.8,43.2,13.6,R,R,,0,0,,D,R,58.4,38.0,20.4,R,GOP,67.9,32.1,35.8,R,20,82.0,3.7,11.5,1.8,0.1,0.9,29.2,31.2,62755,56.3,7.62,2.9,-5.48,Pure rural
PA-16,Pennsylvania,Mike Kelly,43500,26500,42800,49900,68500,67300,"298,500",50.0,298500,R,58.4,41.6,16.8,R,R,,42.3,-42.3,,D,Open-Used to be GOP,53.8,42.9,10.9,R,GOP,52.6,47.4,5.2,R,8,80.2,5.6,11.9,1.3,0.1,1.0,25.1,28.4,57144,57.4,6.81,6.1,-1.19,Rural-suburban mix
PA-17,Pennsylvania,Conor Lamb,32700,23000,36800,46400,70100,71700,"280,700",52.0,280700,Open Post-Redistrict,39.7,60.3,-20.6,D,D,,56.8,-56.8,,D,D,46.2,53.8,-7.6,D,DEM,43.8,56.2,-12.4,D,3,87.2,4.9,5.6,1.2,0.1,0.9,22.7,23.3,51635,66.8,10.12,-12.12,-15.01,Sparse suburban
PA-18,Pennsylvania,Mike Doyle,34300,19300,36800,50200,75700,82200,"298,600",53.0,298600,R,64.0,36,28,R,R,,0,0,,D,R,100.0,0.0,100.0,R,DEM,0.0,100.0,-100.0,D,-13,95.1,2.2,0.9,1.0,0.1,0.8,36.5,36.1,63825,60.7,19.54,16.95,11.48,Urban-suburban mix
RI-1,Rhode Island,David Cicilline,25700,21600,34600,36100,51700,51800,"221,300",51.0,221300,D,43.5,56.5,-13,D,D,,59.5,-59.5,,D,D,35.1,64.5,-29.4,D,DEM,33.3,66.7,-33.4,D,-14,79.0,6.3,10.5,2.2,0.4,1.6,34.2,38.7,56547,48.0,-25.53,-34.03,-34.84,Urban-suburban mix
RI-2,Rhode Island,Jim Langevin,25100,20000,30000,35100,54100,58300,"222,600",52.0,222600,D,38.7,61.3,-22.6,D,D,,62.2,-62.2,,D,D,30.7,58.1,-27.4,D,DEM,36.4,63.6,-27.2,D,-6,85.7,3.3,7.2,2.2,0.4,1.2,34.0,36.5,63976,54.3,-7.05,-21.55,-21.54,Sparse suburban
SC-1,South Carolina,Joe Cunningham,39700,23500,50600,53300,67400,72500,"307,000",51.0,307000,R,63.5,36.5,27,R,R,,0,0,,D,R,58.6,36.8,21.8,R,DEM,49.3,50.7,-1.4,D,10,75.5,18.3,3.2,1.5,0.3,1.3,39.9,45.4,64973,41.2,13.02,18.06,13.36,Sparse suburban
SC-2,South Carolina,Joe Wilson,38500,26900,40500,52200,67700,68500,"294,300",51.0,294300,R,100.0,0,100,R,R,,35.3,-35.3,,D,R,60.2,35.9,24.3,R,GOP,57.5,42.5,15.0,R,12,71.5,22.9,2.6,1.4,0.2,1.4,33.5,36.0,57253,45.7,17.72,19.71,20.09,Rural-suburban mix
SC-3,South Carolina,Jeff Duncan,35100,26400,34200,46100,65800,64600,"272,200",51.0,272200,R,66.7,33.3,33.4,R,R,,28.8,-28.8,,D,R,72.8,27.1,45.7,R,GOP,69.0,31.0,38.0,R,19,78.2,18.5,1.8,0.6,0.2,0.8,22.0,25.2,45042,58.4,37.99,30.6,28.39,Pure rural
SC-4,South Carolina,William Timmons,39900,25000,42400,51300,69600,63400,"291,700",50.0,291700,R,65.8,34.2,31.6,R,R,,0,0,,D,R,67.2,31.0,36.2,R,GOP,63.4,36.6,26.8,R,15,74.6,19.2,3.4,1.6,0.2,1.0,30.7,35.1,51718,48.4,25.74,25.97,22.86,Sparse suburban
SC-5,South Carolina,Ralph Norman,37800,23600,37200,49600,69200,66000,"283,500",51.0,283500,R,55.6,44.4,11.2,R,R,,41.1,-41.1,,D,R,59.2,38.7,20.5,R,GOP,58.5,41.5,17.0,R,9,68.8,26.7,2.3,0.8,0.4,1.1,23.0,27.3,48743,50.0,18.48,11.49,11.11,Pure rural
SC-6,South Carolina,Jim Clyburn,34000,32000,43600,41700,58000,61500,"270,900",50.0,270900,D,0.0,100,-100,D,D,,72.5,-72.5,,D,D,27.6,70.1,-42.5,D,DEM,29.5,70.5,-41.0,D,-19,39.6,56.3,2.0,0.7,0.3,1.2,19.6,27.7,35296,28.6,-36.51,-42.81,-41.14,Pure rural
SC-7,South Carolina,Tom Rice,34700,21200,37900,48400,63900,71800,"278,000",52.0,278000,Open Post-Redistrict,55.6,44.4,11.2,R,R,,40,-40,,D,R,61.0,38.9,22.1,R,GOP,59.6,40.4,19.2,R,9,68.4,27.9,1.7,0.7,0.6,0.8,20.1,23.2,43146,52.5,18.91,10.11,8.31,Rural-suburban mix
SD-AL,South Dakota,Dusty Johnson,50000,31100,51000,57100,75900,87400,"352,500",50.0,352500,R,57.4,42.6,14.8,R,R,,33.5,-33.5,,D,R,64.1,35.9,28.2,R,GOP,64.0,36.0,28.0,R,14,87.8,1.0,2.0,0.6,7.0,1.5,28.9,30.9,54467,60.6,29.8,18.02,8.41,Pure rural
TN-1,Tennessee,Phil Roe,34000,23100,35400,50500,69000,70000,"281,900",52.0,281900,R,79.3,20.7,58.6,R,R,,0,0,,D,R,78.4,15.4,63.0,R,GOP,79.0,21.0,58.0,R,28,94.8,2.1,1.3,0.5,0.3,1.1,19.4,19.8,41006,76.0,57.04,47.03,41.29,Rural-suburban mix
TN-2,Tennessee,Tim Burchett,36600,28700,40800,51000,70300,71900,"299,300",51.0,299300,R,78.3,21.7,56.6,R,R,,22.6,-22.6,,D,R,75.6,24.4,51.2,R,GOP,66.8,33.2,33.6,R,20,90.3,5.8,1.6,1.0,0.2,1.1,31.0,30.9,50701,62.3,35.4,36.41,29.44,Rural-suburban mix
TN-3,Tennessee,Chuck Fleischmann,35500,23000,40300,50000,69000,71400,"289,300",52.0,289300,R,63.4,36.6,26.8,R,R,,34.6,-34.6,,D,R,66.4,28.8,37.6,R,GOP,65.5,34.5,31.0,R,18,85.7,10.4,1.6,0.9,0.3,1.1,22.7,23.5,43938,65.5,35.23,28.21,24.03,Rural-suburban mix
TN-4,Tennessee,Scott DesJarlais,42200,29300,42400,57600,72900,70300,"314,800",50.0,314800,R,55.8,44.2,11.6,R,R,,35.3,-35.3,,D,R,65.0,35.0,30.0,R,GOP,66.4,33.6,32.8,R,20,86.0,8.3,2.3,1.0,0.2,2.0,22.6,23.0,50598,66.1,41.14,32.23,26.79,Rural-suburban mix
TN-5,Tennessee,Jim Cooper,39000,28500,63800,61100,69200,68000,"329,500",50.0,329500,D,33.4,66.6,-33.2,D,D,,62.3,-62.3,,D,D,37.4,62.6,-25.2,D,DEM,32.2,67.8,-35.6,D,-7,68.5,25.1,3.0,1.7,0.3,1.3,37.5,43.6,54470,38.6,-18.35,-13.41,-16.2,Sparse suburban
TN-6,Tennessee,John Rose,40500,23700,38900,52300,74400,74200,"304,000",51.0,304000,R,100.0,0,100,R,R,,23,-23,,D,R,71.1,21.8,49.3,R,GOP,71.7,28.3,43.4,R,24,92.5,4.0,1.6,0.6,0.3,1.0,21.9,21.9,50731,72.2,48.97,39.57,31.46,Pure rural
TN-7,Tennessee,Mark Green,44800,24600,44000,57900,72800,68800,"312,900",50.0,312900,R,74.8,25.2,49.6,R,R,,26.8,-26.8,,D,R,72.2,23.5,48.7,R,GOP,67.9,32.1,35.8,R,20,84.2,9.9,3.2,1.2,0.3,1.2,28.1,28.8,53276,59.9,39.28,32.78,26.03,Pure rural
TN-8,Tennessee,David Kustoff,39800,23600,36100,49800,70100,70700,"290,000",51.0,290000,R,70.6,29.4,41.2,R,R,,24.6,-24.6,,D,R,68.8,25.1,43.7,R,GOP,69.9,30.1,39.8,R,19,76.8,19.3,1.7,1.2,0.2,0.8,27.6,28.9,54145,54.5,35.62,33.25,29.19,Rural-suburban mix
TN-9,Tennessee,Steve Cohen,42800,27100,49800,51800,61000,64700,"297,100",49.0,297100,D,24.1,75.9,-51.8,D,D,,75,-75,,D,D,18.9,78.7,-59.8,D,DEM,20.1,79.9,-59.8,D,-28,29.2,66.4,2.1,1.1,0.1,1.0,24.1,38.2,39761,18.0,-57.76,-57.44,-54.5,Dense suburban
TX-1,Texas,Louie Gohmert,42300,26800,40600,49100,61900,67100,"287,900",49.0,287900,R,72.6,27.4,45.2,R,R,,22.5,-22.5,,D,R,73.9,24.1,49.8,R,GOP,73.7,26.3,47.4,R,25,71.3,18.5,8.2,0.8,0.4,0.9,20.9,24.7,45313,53.7,46.94,44.08,38.49,Pure rural
TX-2,Texas,Dan Crenshaw,42500,26300,55000,64000,70500,78300,"336,600",51.0,336600,R,66.5,33.5,33,R,R,,29.6,-29.6,,D,R,60.6,36.0,24.6,R,GOP,54.5,45.5,9.0,R,11,59.9,11.5,20.6,6.4,0.3,1.4,40.8,49.9,72711,29.9,9.31,27.38,24.47,Dense suburban
TX-3,Texas,Van Taylor,52300,24800,47600,78500,94400,70900,"368,400",50.0,368400,R,100.0,0,100,R,R,,0,0,,D,R,61.2,34.6,26.6,R,GOP,55.8,44.2,11.6,R,13,69.2,9.1,9.7,10.0,0.3,1.6,53.5,55.0,88619,31.1,14.18,30.11,24.19,Dense suburban
TX-4,Texas,John Ratcliffe,42500,23100,38800,52300,66500,68600,"291,800",50.0,291800,R,75.2,24.8,50.4,R,Open-Used to be GOP,,0,0,,D,R,88.0,0.0,88.0,R,GOP,77.0,23.0,54.0,R,28,79.6,10.7,6.9,0.7,0.6,1.5,22.1,24.3,52481,60.2,53.64,49.19,40.55,Pure rural
TX-5,Texas,Lance Gooden,45400,25700,45200,56800,70800,64300,"308,100",49.0,308100,R,66.0,34,32,R,R,,0,0,,D,R,80.6,0.0,80.6,R,GOP,62.5,37.5,25.0,R,16,66.8,16.2,13.9,1.6,0.5,1.1,21.1,26.0,50536,49.4,28.39,30.17,24.51,Rural-suburban mix
